bbl,tax_year,neighborhood,building_classification,total_units,year_built,gross_sqft,est_gross_income,gross_income_per_sqft,est_expense,expense_per_sqft,net_operating_income,full_market_value,market_value_per_sqft,comparable_rental_1_boro_block_lot,comparable_rental_1_neighborhood,comparable_rental_1_building_classification,comparable_rental_1_total_units,comparable_rental_1_year_built,comparable_rental_1_gross_sqft,comparable_rental_1_est_gross_income,comparable_rental_1_gross_income_per_sqft,comparable_rental_1_est_expense,comparable_rental_1_expense_per_sqft,comparable_rental_1_net_operating_income,comparable_rental_1_full_market_value,comparable_rental_1_market_value_per_sqft,comparable_rental_1_dist_from_coop_in_miles,comparable_rental_2_boro_block_lot,comparable_rental_2_neighborhood,comparable_rental_2_building_classification,comparable_rental_2_total_units,comparable_rental_2_year_built,comparable_rental_2_gross_sqft,comparable_rental_2_est_gross_income,comparable_rental_2_gross_income_per_sqft,comparable_rental_2_est_expense,comparable_rental_2_expense_per_sqft,comparable_rental_2_net_operating_income,comparable_rental_2_full_market_value,comparable_rental_2_market_value_per_sqft,comparable_rental_2_dist_from_coop_in_miles,comparable_rental_3_boro_block_lot,comparable_rental_3_address,comparable_rental_3_neighborhood,comparable_rental_3_building_classification,comparable_rental_3_total_units,comparable_rental_3_year_built,comparable_rental_3_gross_sqft,comparable_rental_3_est_gross_income,comparable_rental_3_gross_income_per_sqft,comparable_rental_3_est_expense,comparable_rental_3_expense_per_sqft,comparable_rental_3_net_operating_income,comparable_rental_3_full_market_value,comparable_rental_3_market_value_per_sqft,comparable_rental_3_dist_from_coop_in_miles,block,lot,BoroCode,Zip,UnitsRes,ComArea,NumFloors,SchoolDist,outstanding_fines,FDNY_issues,SANITATION_issues,DOB_issues
1-01735-0056,2012,HARLEM-CENTRAL,C6-WALK-UP,35,1925,31746,331428,10.44,181587,5.72,149841,931000,29.33,1-01735-0033,HARLEM-CENTRAL,C7-WALK-UP,21,1920,14731,168568,11.44,82559,5.6,86009,514000,34.89,0,1-02006-0038,HARLEM-CENTRAL,C1-WALK-UP,24,1910,17910,168959,9.43,104634,5.84,64325,382000,21.33,0.18,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,1735,56,1,10037,35,0,6,5,-550,0,4,1
1-01748-0001,2009,HARLEM-CENTRAL,D4-ELEVATOR,135,1994,168963,4578897,27.1,NA,NA,NA,22200000,131,1-01219-0001,UPPER WEST SIDE (79-96),D9-ELEVATOR,159,1965,149610,4380581,29.3,NA,NA,NA,21200000,142,1.95,1-01775-0020,HARLEM-CENTRAL,D1-ELEVATOR,40,1990,36000,881436,24.48,NA,NA,NA,2910000,81,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1748,1,1,10035,135,12008,6,5,1524,4,3,7
1-01748-0001,2011,HARLEM-CENTRAL,D4-ELEVATOR,135,1994,168963,3788150,22.42,NA,NA,NA,15700000,93,1-01824-0016,HARLEM-CENTRAL,D1-ELEVATOR,161,1981,154962,3428068,22.12,NA,NA,NA,7270000,46.9,0.55,1-01827-0001,HARLEM-CENTRAL,D1-ELEVATOR,113,1985,105273,2238590,21.26,NA,NA,NA,4750000,45.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1748,1,1,10035,135,12008,6,5,1524,4,3,7
1-01748-0001,2012,HARLEM-CENTRAL,D4-ELEVATOR,135,1994,168963,3245779,19.21,1383810,8.19,1861970,13356000,79.05,1-01600-0026,HARLEM-CENTRAL,D1-ELEVATOR,38,2008,46774,845710,18.08,234501,5.01,611209,4400000,94.07,0.38,1-01821-0055,HARLEM-CENTRAL,D1-ELEVATOR,29,2004,35987,693290,19.27,166916,4.64,526374,3405000,94.62,0.71,1-01694-0003,455 EAST 102 STREET,HARLEM-EAST,D7-ELEVATOR,116,1973,175,3,19.21,1,9.03,1,12,73.02,1.23,1748,1,1,10035,135,12008,6,5,1524,4,3,7
1-01764-0001,2009,HARLEM-CENTRAL,D4-ELEVATOR,329,1970,449973,6025138,13.39,NA,NA,NA,17000000,37.8,1-01675-0011,HARLEM-EAST,D1-ELEVATOR,100,1971,49203,792168,16.1,NA,NA,NA,2240000,45.5,1.95,1-01760-0001,HARLEM-CENTRAL,D9-ELEVATOR,914,1947,714600,9241876,12.93,NA,NA,NA,34700000,48.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764,1,1,10037,329,40558,19,5,2205,23,10,44
1-01764-0001,2011,HARLEM-CENTRAL,D4-ELEVATOR,329,1970,449973,6079135,13.51,NA,NA,NA,12900000,28.7,1-01730-0075,HARLEM-CENTRAL,D3-ELEVATOR,286,1960,267008,3607000,13.51,NA,NA,NA,11200000,41.9,0.35,1-01737-0025,HARLEM-CENTRAL,D3-ELEVATOR,771,1959,555954,8267710,14.87,NA,NA,NA,28000000,50,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764,1,1,10037,329,40558,19,5,2205,23,10,44
1-01764-0001,2012,HARLEM-CENTRAL,D4-ELEVATOR,329,1970,449973,6772094,15.05,2965320,6.59,3806770,19350000,43,1-01959-0001,HARLEM-CENTRAL,D6-ELEVATOR,261,1975,331448,4986929,15.05,2183610,6.59,2803320,11460000,34.58,0.68,1-01740-0007,HARLEM-CENTRAL,D1-ELEVATOR,134,1970,129386,1538832,11.89,926587,7.16,612245,3907000,30.2,0.16,1-01958-0001,410 ST NICHOLAS AVENUE,HARLEM-CENTRAL,D7-ELEVATOR,316,1926,336,5,15.98,2,7.39,2,18,54.76,0.73,1764,1,1,10037,329,40558,19,5,2205,23,10,44
1-01822-0042,2009,HARLEM-CENTRAL,D4-ELEVATOR,30,1925,24355,426212,17.5,NA,NA,NA,1730000,71,1-01823-0058,HARLEM-CENTRAL,D7-ELEVATOR,27,1920,27141,507277,18.69,NA,NA,NA,1430000,53,0.1,1-01823-0061,HARLEM-CENTRAL,D3-ELEVATOR,35,1925,31220,531027,17.01,NA,NA,NA,1500000,48,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,42,1,10026,30,0,5,3,248,0,20,3
1-01822-0042,2011,HARLEM-CENTRAL,D4-ELEVATOR,30,1925,24355,348032,14.29,NA,NA,NA,1180000,48.5,1-01724-0053,HARLEM-CENTRAL,D1-ELEVATOR,24,1910,22164,386647,17.44,NA,NA,NA,1450000,65,0.7,1-01725-0033,HARLEM-CENTRAL,D1-ELEVATOR,25,1900,25482,283616,11.13,NA,NA,NA,735000,28.8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,42,1,10026,30,0,5,3,248,0,20,3
1-01822-0042,2012,HARLEM-CENTRAL,D4-ELEVATOR,30,1925,24355,341214,14.01,160256,6.58,180958,1191000,48.9,1-01822-0024,HARLEM-CENTRAL,D7-ELEVATOR,53,1915,45956,816744,17.77,280417,6.1,536327,3825000,83.23,0,1-01820-0041,HARLEM-CENTRAL,D1-ELEVATOR,24,1915,21588,302539,14.01,141955,6.58,160584,1056000,48.92,0.12,1-01828-0030,1854 ADAM C POWELL BOULEV,HARLEM-CENTRAL,D1-ELEVATOR,28,1920,27,347,12.63,242,8.81,105,704,25.59,0.22,1822,42,1,10026,30,0,5,3,248,0,20,3
1-01877-0042,2009,UPPER WEST SIDE (96-116),D4-ELEVATOR,50,1925,66492,1639027,24.65,NA,NA,NA,7320000,110,1-01883-0036,UPPER WEST SIDE (96-116),D3-ELEVATOR,100,1991,67536,1953325,28.9,NA,NA,NA,5520000,82,0.3,1-01887-0058,UPPER WEST SIDE (96-116),D3-ELEVATOR,62,1920,69590,1417367,20.37,NA,NA,NA,6330000,91,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877,42,1,10025,50,0,6,3,213,7,6,5
1-01877-0042,2011,UPPER WEST SIDE (96-116),D4-ELEVATOR,50,1925,66492,1662300,25,NA,NA,NA,6890000,104,1-01869-0029,UPPER WEST SIDE (96-116),D7-ELEVATOR,47,1901,64650,1647301,25.5,NA,NA,NA,6820000,105,0.4,1-01887-0058,UPPER WEST SIDE (96-116),D3-ELEVATOR,62,1920,69590,1610240,23.14,NA,NA,NA,6670000,96,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877,42,1,10025,50,0,6,3,213,7,6,5
1-01877-0042,2012,UPPER WEST SIDE (96-116),D4-ELEVATOR,50,1925,66492,1554583,23.38,474753,7.14,1079830,7877000,118.47,1-01847-0021,MANHATTAN VALLEY,D1-ELEVATOR,82,1988,54675,1517231,27.75,606893,11.1,910338,4515000,82.58,0.5,1-01844-0020,MANHATTAN VALLEY,C1-WALK-UP,105,1890,112493,2629613,23.38,803033,7.14,1826580,8235000,73.2,0.39,1-01843-0020,152 MANHATTAN AVENUE,MANHATTAN VALLEY,D3-ELEVATOR,81,1900,75,1,23.08,693,9.22,1,5,72.64,0.37,1877,42,1,10025,50,0,6,3,213,7,6,5
1-01888-0010,2009,UPPER WEST SIDE (96-116),D4-ELEVATOR,88,1930,110740,1770732,15.99,NA,NA,NA,7200000,65,1-01864-0039,UPPER WEST SIDE (96-116),D1-ELEVATOR,48,1930,86819,1161548,13.38,NA,NA,NA,4370000,50,0.65,1-01888-0015,UPPER WEST SIDE (96-116),D3-ELEVATOR,82,1927,91615,1703790,18.6,NA,NA,NA,6930000,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888,10,1,10025,88,0,7,3,2988,5,11,9
1-01888-0010,2011,UPPER WEST SIDE (96-116),D4-ELEVATOR,88,1930,110740,1993320,18,NA,NA,NA,7450000,67,1-01878-0021,UPPER WEST SIDE (96-116),D9-ELEVATOR,77,1925,106149,2007216,18.91,NA,NA,NA,7510000,71,0.45,1-01878-0025,UPPER WEST SIDE (96-116),D3-ELEVATOR,76,1926,108052,1925261,17.82,NA,NA,NA,7200000,67,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888,10,1,10025,88,0,7,3,2988,5,11,9
1-01888-0010,2012,UPPER WEST SIDE (96-116),D4-ELEVATOR,88,1930,110740,2077482,18.76,674407,6.09,1403080,8195000,74,1-01871-0061,UPPER WEST SIDE (96-116),D3-ELEVATOR,96,1926,107869,1870980,17.34,701389,6.5,1169590,8443000,78.27,0.1,1-01890-0015,UPPER WEST SIDE (96-116),D3-ELEVATOR,78,1925,143604,2694011,18.76,1293870,9.01,1400140,10062000,70.07,0.2,1-01891-0026,915 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,94,1923,118,2,23.24,884,7.46,1,13,115.22,0.29,1888,10,1,10025,88,0,7,3,2988,5,11,9
1-01932-0004,2009,HARLEM-CENTRAL,C6-WALK-UP,23,1910,20660,268580,13,NA,NA,NA,1010000,48.9,1-01928-0059,HARLEM-CENTRAL,C4-WALK-UP,20,1910,9680,142829,14.76,NA,NA,NA,566000,58,0.2,1-01923-0001,HARLEM-CENTRAL,D6-ELEVATOR,144,2003,224000,2651148,11.84,NA,NA,NA,9350000,41.7,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,4,1,10027,19,7500,4,5,1000,1,7,2
1-01932-0004,2011,HARLEM-CENTRAL,C6-WALK-UP,23,1910,20660,323122,15.64,NA,NA,NA,1090000,53,1-01907-0061,HARLEM-CENTRAL,C7-WALK-UP,15,1910,20145,315437,15.66,NA,NA,NA,1070000,53,0.25,1-02010-0038,HARLEM-CENTRAL,C1-WALK-UP,18,1920,21016,328700,15.64,NA,NA,NA,697000,33.2,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,4,1,10027,19,7500,4,5,1000,1,7,2
1-01932-0004,2012,HARLEM-CENTRAL,C6-WALK-UP,23,1910,20660,317131,15.35,166313,8.05,150818,1035000,50.1,1-01953-0033,HARLEM-CENTRAL,C7-WALK-UP,12,1910,8239,154942,18.81,57175,6.94,97767,703000,85.33,0.12,1-01953-0034,HARLEM-CENTRAL,C7-WALK-UP,12,1910,8239,154942,18.81,57175,6.94,97767,703000,85.33,0.12,1-01929-0001,265 WEST 123 STREET,HARLEM-CENTRAL,C7-WALK-UP,10,1910,11,163,13.91,107,9.15,55,1,121.63,0.16,1932,4,1,10027,19,7500,4,5,1000,1,7,2
1-01978-0001,2009,MORNINGSIDE HEIGHTS,D4-ELEVATOR,997,1956,1288976,16756688,13,NA,NA,NA,63000000,48.9,1-01514-0039,UPPER EAST SIDE (79-96),D6-ELEVATOR,460,1967,651162,12403828,19.05,NA,NA,NA,50400000,77,2.35,1-01760-0001,HARLEM-CENTRAL,D9-ELEVATOR,914,1947,714600,9241876,12.93,NA,NA,NA,34700000,48.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1,1,10027,985,179211,21,5,7235,79,51,74
1-01978-0001,2011,MORNINGSIDE HEIGHTS,D4-ELEVATOR,997,1956,1288976,23008221,17.85,NA,NA,NA,86000000,67,1-01963-0001,MORNINGSIDE HEIGHTS,D6-ELEVATOR,85,1914,90827,1491235,16.42,NA,NA,NA,5040000,55,0.2,1-01962-0019,MORNINGSIDE HEIGHTS,D9-ELEVATOR,288,1925,189905,4453940,23.45,NA,NA,NA,18400000,97,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1,1,10027,985,179211,21,5,7235,79,51,74
1-01978-0001,2012,MORNINGSIDE HEIGHTS,D4-ELEVATOR,997,1956,1288976,20198254,15.67,7579180,5.88,12619100,86355000,67,1-01976-0016,MORNINGSIDE HEIGHTS,D1-ELEVATOR,34,1926,28668,458560,16,204357,7.13,254203,1734000,60.49,0.13,1-02001-9005,HARLEM-WEST,D3-ELEVATOR,1193,1975,1443724,22626365,15.67,8486540,5.88,14139800,96762000,67.02,0.52,1-01993-0047,160 CLAREMONT AVENUE,MORNINGSIDE HEIGHTS,D1-ELEVATOR,72,1926,65,971,14.91,362,5.56,609,3,47.43,0.12,1978,1,1,10027,985,179211,21,5,7235,79,51,74
1-02010-0024,2009,HARLEM-CENTRAL,D4-ELEVATOR,42,1920,43178,633421,14.67,NA,NA,NA,2510000,58,1-02050-0011,HARLEM-CENTRAL,D1-ELEVATOR,47,1920,41094,591205,14.39,NA,NA,NA,2340000,57,0.45,1-02050-0131,HARLEM-CENTRAL,D7-ELEVATOR,47,1930,50613,756030,14.94,NA,NA,NA,3000000,59,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,24,1,10030,42,0,6,5,10950,5,11,19
1-02010-0024,2011,HARLEM-CENTRAL,D4-ELEVATOR,42,1920,43178,722367,16.73,NA,NA,NA,2700000,63,1-02006-0011,HARLEM-CENTRAL,D1-ELEVATOR,56,1930,30876,516654,16.73,NA,NA,NA,1930000,63,0.2,1-02051-0035,HARLEM-CENTRAL,D1-ELEVATOR,48,1915,42516,675178,15.88,NA,NA,NA,2280000,54,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,24,1,10030,42,0,6,5,10950,5,11,19
1-02016-0050,2009,HARLEM-CENTRAL,D4-ELEVATOR,1229,1968,1487977,11903816,8,NA,NA,NA,33600000,22.58,1-02001-9005,HARLEM-WEST,D3-ELEVATOR,1193,1975,1443724,19896223,13.78,NA,NA,NA,78900000,55,1.15,1-01420-0001,UPPER EAST SIDE (59-79),D6-ELEVATOR,599,1951,1100000,19727764,17.93,NA,NA,NA,80200000,73,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,50,1,10039,1225,60000,27,5,12285,91,9,66
1-02016-0050,2011,HARLEM-CENTRAL,D4-ELEVATOR,1229,1968,1487977,14507775,9.75,NA,NA,NA,30800000,20.7,1-02038-0001,HARLEM-CENTRAL,D7-ELEVATOR,70,1992,78921,754175,9.56,NA,NA,NA,1600000,20.27,0.2,1-01959-0001,HARLEM-CENTRAL,D6-ELEVATOR,261,1975,331448,3606059,10.88,NA,NA,NA,7640000,23.05,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,50,1,10039,1225,60000,27,5,12285,91,9,66
1-02016-0050,2012,HARLEM-CENTRAL,D4-ELEVATOR,1229,1968,1487977,15757676,10.59,9582570,6.44,6175100,38333000,25.76,1-01740-0007,HARLEM-CENTRAL,D1-ELEVATOR,134,1970,129386,1538832,11.89,926587,7.16,612245,3907000,30.2,0.43,1-02045-0036,HARLEM-CENTRAL,D1-ELEVATOR,24,1910,21147,196462,9.29,120964,5.72,75498,449000,21.23,0.29,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,2016,50,1,10039,1225,60000,27,5,12285,91,9,66
1-02029-0029,2009,HARLEM-CENTRAL,D4-ELEVATOR,54,1950,69331,650324,9.38,NA,NA,NA,2140000,30.9,1-02050-0100,HARLEM-CENTRAL,D1-ELEVATOR,78,1951,49616,521993,10.52,NA,NA,NA,1760000,35.5,0.3,1-02051-0001,HARLEM-CENTRAL,D9-ELEVATOR,41,1966,61332,505186,8.24,NA,NA,NA,1670000,27.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029,29,1,10030,52,9000,7,5,1375,12,10,26
1-02029-0029,2011,HARLEM-CENTRAL,D4-ELEVATOR,54,1950,69331,786906,11.35,NA,NA,NA,2040000,29.4,1-02048-0025,HARLEM-CENTRAL,D1-ELEVATOR,96,1914,65382,794841,12.16,NA,NA,NA,2230000,34.1,0.25,1-01949-0047,HARLEM-CENTRAL,D1-ELEVATOR,77,1912,60768,710095,11.69,NA,NA,NA,2000000,32.9,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029,29,1,10030,52,9000,7,5,1375,12,10,26
1-02036-0057,2009,HARLEM-CENTRAL,C6-WALK-UP,24,1920,12390,173460,14,NA,NA,NA,490000,39.5,1-01717-0042,HARLEM-CENTRAL,C4-WALK-UP,20,1920,11180,141755,12.68,NA,NA,NA,533000,47.7,1.65,1-01755-0020,HARLEM-CENTRAL,C4-WALK-UP,16,1926,15885,252000,15.86,NA,NA,NA,774000,48.7,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036,57,1,10039,24,0,6,5,-225,2,11,0
1-02036-0057,2011,HARLEM-CENTRAL,C6-WALK-UP,24,1920,12390,198363,16.01,NA,NA,NA,421000,34,1-02033-0026,HARLEM-CENTRAL,C1-WALK-UP,16,1920,12787,204663,16.01,NA,NA,NA,692000,54,0.15,1-02054-0022,HARLEM-CENTRAL,C1-WALK-UP,15,1920,12905,172747,13.39,NA,NA,NA,366000,28.4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036,57,1,10039,24,0,6,5,-225,2,11,0
1-02058-0040,2009,HARLEM-UPPER,D4-ELEVATOR,42,1915,59196,621558,10.5,NA,NA,NA,1760000,29.7,1-02088-0027,HARLEM-UPPER,D1-ELEVATOR,56,1910,56628,621553,10.98,NA,NA,NA,2190000,38.7,0.3,1-02068-0013,HARLEM-UPPER,D1-ELEVATOR,54,1911,67330,731726,10.87,NA,NA,NA,2580000,38.3,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058,40,1,10031,42,0,6,6,975,2,9,6
1-02058-0040,2011,HARLEM-UPPER,D4-ELEVATOR,42,1915,59196,852422,14.4,NA,NA,NA,1810000,30.6,1-02088-0029,HARLEM-UPPER,D7-ELEVATOR,37,1910,42860,640764,14.95,NA,NA,NA,2170000,51,0.3,1-02075-0061,HARLEM-UPPER,D7-ELEVATOR,45,1920,54000,775416,14.36,NA,NA,NA,2620000,48.5,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058,40,1,10031,42,0,6,6,975,2,9,6
1-02058-0040,2012,HARLEM-UPPER,D4-ELEVATOR,42,1915,59196,757709,12.8,405493,6.85,352216,2352000,39.73,1-02026-0029,HARLEM-CENTRAL,D7-ELEVATOR,57,1905,58569,672372,11.48,383041,6.54,289331,1397000,23.85,0.39,1-01937-0001,HARLEM-CENTRAL,D7-ELEVATOR,48,1972,59880,852467,14.24,462036,7.72,390431,2445000,40.83,0.66,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,2058,40,1,10031,42,0,6,6,975,2,9,6
1-02072-0024,2009,HARLEM-UPPER,C6-WALK-UP,15,1920,13195,131950,10,NA,NA,NA,373000,28.3,1-02074-0059,HARLEM-UPPER,C1-WALK-UP,25,1920,15372,159840,10.4,NA,NA,NA,540000,35.1,0.1,1-02074-0057,HARLEM-UPPER,C1-WALK-UP,24,1920,15372,154100,10.02,NA,NA,NA,521000,33.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072,24,1,10031,15,0,5,6,4347,1,15,3
1-02072-0024,2011,HARLEM-UPPER,C6-WALK-UP,15,1920,13195,211120,16,NA,NA,NA,448000,34,1-02068-0001,HARLEM-UPPER,C7-WALK-UP,22,1940,12200,231367,18.96,NA,NA,NA,865000,71,0.65,1-02079-0029,HARLEM-UPPER,C7-WALK-UP,18,1930,14828,245615,16.56,NA,NA,NA,830000,56,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2072,24,1,10031,15,0,5,6,4347,1,15,3
1-02072-0024,2012,HARLEM-UPPER,C6-WALK-UP,15,1920,13195,162167,12.29,57266,4.34,104901,665000,50.4,1-01988-0088,HARLEM-WEST,C1-WALK-UP,20,1915,13170,145113,11.02,37387,2.84,107726,666000,50.57,0.25,1-02051-0081,HARLEM-CENTRAL,C1-WALK-UP,20,1910,13680,185307,13.55,116637,8.53,68670,454000,33.19,0.28,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,2072,24,1,10031,15,0,5,6,4347,1,15,3
1-02118-0011,2009,WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1909,17330,329270,19,NA,NA,NA,930000,54,1-02145-0042,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,22,1910,13700,238544,17.41,NA,NA,NA,970000,71,0.95,1-02118-0043,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,25,1916,15558,215863,13.87,NA,NA,NA,856000,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118,11,1,10032,20,0,5,6,2650,1,16,1
1-02118-0011,2011,WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1909,17330,259950,15,NA,NA,NA,551000,31.8,1-02108-0027,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,20,1925,17545,245944,14.02,NA,NA,NA,766000,43.7,0.15,1-02133-0013,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,30,1913,21735,346094,15.92,NA,NA,NA,1170000,54,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118,11,1,10032,20,0,5,6,2650,1,16,1
1-02118-0011,2012,WASHINGTON HEIGHTS LOWER,C6-WALK-UP,20,1909,17330,243833,14.07,88903,5.13,154930,826000,47.66,1-02118-0042,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,23,1910,19208,261997,13.64,136185,7.09,125812,832000,43.32,0,1-02118-0039,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,20,1906,16672,241818,14.5,91220,5.47,150598,981000,58.84,0,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,2118,11,1,10032,20,0,5,6,2650,1,16,1
1-02139-0530,2009,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,54,1923,81804,1013551,12.39,NA,NA,NA,3810000,46.6,1-02139-0335,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,48,1920,44156,633069,14.34,NA,NA,NA,2510000,57,0.15,1-02142-0001,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,48,1921,51600,639414,12.39,NA,NA,NA,2400000,46.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2139,530,1,10033,54,0,6,6,2166,6,3,5
1-02139-0530,2011,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,54,1923,81804,981648,12,NA,NA,NA,2760000,33.7,1-02134-0095,WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,76,1920,70356,870514,12.37,NA,NA,NA,2260000,32.1,1,1-02137-0168,WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,78,1924,80886,1012878,12.52,NA,NA,NA,2850000,35.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2139,530,1,10033,54,0,6,6,2166,6,3,5
1-02139-0530,2012,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,54,1923,81804,985738,12.05,486734,5.95,499004,3036000,37.11,1-02142-0237,WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,63,1925,77877,963007,12.37,358749,4.61,604258,2915000,37.43,0.12,1-02139-0551,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,49,1920,64518,756467,11.72,470606,7.29,285861,1828000,28.33,0.06,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,2139,530,1,10033,54,0,6,6,2166,6,3,5
1-02142-0050,2009,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,36,1920,48298,692593,14.34,NA,NA,NA,2750000,57,1-02139-0335,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,48,1920,44156,633069,14.34,NA,NA,NA,2510000,57,0.15,1-02139-0340,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,41,1917,44156,535612,12.13,NA,NA,NA,1890000,42.8,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2142,50,1,10032,36,0,6,6,3400,3,14,16
1-02142-0050,2011,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,36,1920,48298,772768,16,NA,NA,NA,2610000,54,1-02137-0110,WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,71,1930,58269,1048348,17.99,NA,NA,NA,3920000,67,0.4,1-02142-0001,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,48,1921,51600,746319,14.46,NA,NA,NA,2520000,48.8,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2142,50,1,10032,36,0,6,6,3400,3,14,16
1-02142-0050,2012,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,36,1920,48298,751517,15.56,321665,6.66,429852,2944000,60.95,1-02142-0058,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,48,1922,50802,746047,14.69,348950,6.87,397097,2420000,47.64,0,1-02142-0001,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,48,1921,51600,847079,16.42,332825,6.45,514254,3724000,72.17,0.05,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,2142,50,1,10032,36,0,6,6,3400,3,14,16
